"","blueWardsPlaced","blueWardsDestroyed","blueFirstBlood","blueKills","blueDeaths","blueAssists","blueEliteMonsters","blueDragons","blueHeralds","blueTowersDestroyed","blueAvgLevel","blueTotalMinionsKilled","blueTotalJungleMinionsKilled","blueWins","blueGoldDiff","blueExperienceDiff"
"4175",1,-2,-1,-1,1,0,1,1,0,0,-0.2,-21,-4,1,-1113,-1417
"4176",-4,0,1,1,-1,0,-1,-1,0,0,0,-13,-3,0,-229,-487
"4177",-2,1,1,6,-6,6,2,1,1,0,0.4,37,-1,1,4284,2585
"4178",72,0,-1,8,-8,9,-1,-1,0,0,0.8,-19,12,1,3378,3168
"4179",-2,-2,1,1,-1,3,-2,-1,-1,0,0,-2,-38,0,70,-928
"4180",2,0,-1,-4,4,-2,-1,-1,0,0,-0.4,-40,4,0,-2507,-1473
"4181",4,-7,-1,1,-1,2,-1,-1,0,0,-0.2,24,-8,0,320,-743
"4182",4,2,1,-4,4,-8,0,1,-1,0,0.2,17,2,0,-1768,-963
"4183",-12,0,1,5,-5,5,1,1,0,0,0.4,-22,-20,1,1586,1273
"4184",0,0,1,-2,2,1,0,0,0,0,-0.600000000000001,4,-4,1,-57,-1339
"4185",-66,-2,1,-8,8,-10,-1,-1,0,0,-0.6,9,-14,0,-2941,-3143
"4186",-7,0,1,-6,6,-8,0,-1,1,0,-0.600000000000001,0,2,0,-2175,-2305
"4187",-1,0,-1,-14,14,-19,-2,-1,-1,-1,-1.2,-36,0,0,-7866,-5377
"4188",-3,3,1,0,0,5,0,1,-1,0,0.4,41,17,1,1870,1167
"4189",5,-2,-1,-3,3,-3,-1,-1,0,0,-0.4,-55,-12,1,-2729,-1427
"4190",-1,1,1,4,-4,3,0,-1,1,0,0.2,20,21,1,2842,1125
"4191",-2,2,-1,-3,3,2,-2,-1,-1,0,-0.4,-26,-4,0,-1276,-1016
"4192",-24,1,-1,0,0,0,-1,-1,0,0,-0.2,13,-5,0,152,-1124
"4193",5,-3,-1,0,0,5,-1,-1,0,0,0.4,-4,-1,1,556,879
"4194",30,2,1,1,-1,-1,0,0,0,0,0.4,0,6,1,750,786
"4195",10,-2,-1,-1,1,-2,0,1,-1,0,0,-67,15,0,-1782,-308
"4196",4,-3,-1,-3,3,-8,-1,-1,0,0,-0.4,-24,9,0,-2375,-2008
"4197",7,-2,1,-3,3,-1,-1,-1,0,0,-0.4,-14,-9,0,-1103,-2692
"4198",0,1,1,3,-3,5,0,0,0,0,0.4,5,31,1,2246,2898
"4199",4,1,1,3,-3,2,0,0,0,0,0.4,13,-9,1,1868,726
"4200",-5,-3,1,-3,3,-4,0,-1,1,0,-0.2,7,-6,1,-628,-864
"4201",36,1,-1,1,-1,3,2,1,1,0,0.4,38,6,1,899,969
"4202",2,-1,1,0,0,10,0,1,-1,0,-0.4,30,-5,0,428,-939
"4203",26,1,-1,5,-5,13,-2,-1,-1,0,0.600000000000001,-31,1,1,1721,1678
"4204",22,0,1,-3,3,-2,1,1,0,0,-0.600000000000001,-51,-12,0,-2607,-2365
"4205",26,0,1,7,-7,4,1,1,0,0,1,21,7,1,3084,3352
"4206",2,0,-1,-3,3,3,0,0,0,0,-0.4,6,2,1,-941,-1717
"4207",-1,0,1,2,-2,1,-1,-1,0,0,0.4,10,-1,1,2175,506
"4208",28,-16,-1,-2,2,-4,1,1,0,0,-0.2,13,13,0,-1243,-425
"4209",-3,-1,-1,-2,2,-5,-1,-1,0,0,-0.2,-10,6,0,-978,-1232
"4210",0,4,1,0,0,0,0,0,0,0,0.399999999999999,41,-14,1,679,471
"4211",4,-3,1,-3,3,-3,0,-1,1,1,-0.4,-53,9,0,-995,-1497
"4212",77,3,1,5,-5,4,2,1,1,0,0.4,-4,-1,0,3266,1337
"4213",-4,0,1,-4,4,-5,2,1,1,1,-0.2,-2,10,0,792,-474
"4214",-2,3,1,5,-5,7,2,1,1,0,0.600000000000001,35,10,1,3032,2096
"4215",20,-1,-1,7,-7,9,1,1,0,0,0.4,32,3,1,3252,3377
"4216",5,-2,-1,3,-3,4,-1,-1,0,0,0,3,-26,0,1270,-1625
"4217",1,3,-1,-2,2,0,-2,-1,-1,0,-0.2,18,-32,1,-549,-805
"4218",-17,-2,1,8,-8,6,2,1,1,1,0.4,58,0,1,6210,3599
"4219",-7,1,1,-3,3,-3,1,1,0,0,-0.4,-7,-12,0,-1436,-1406
"4220",6,0,1,1,-1,-2,-2,-1,-1,0,0,-7,-5,1,8,84
"4221",2,2,1,3,-3,-1,1,1,0,0,0.2,-39,1,1,836,883
"4222",4,-1,1,2,-2,2,-1,-1,0,0,0.4,21,3,0,2077,986
"4223",0,1,-1,-3,3,-2,-2,-1,-1,0,0,12,24,1,-259,555
"4224",1,-1,1,2,-2,8,0,-1,1,0,0.2,-25,10,1,-195,646
"4225",32,0,-1,-5,5,-5,-1,-1,0,0,-0.600000000000001,-12,4,0,-3456,-1621
"4226",-20,0,-1,-8,8,-6,-1,-1,0,0,-0.8,-29,-25,0,-5043,-4627
"4227",4,-1,1,3,-3,9,-1,-1,0,0,0,3,20,1,2134,1500
"4228",-10,2,-1,-8,8,-2,-2,-1,-1,0,-0.2,-7,8,1,-3235,-2207
"4229",-2,0,1,1,-1,5,0,0,0,0,0,39,-1,0,1453,-254
"4230",-1,-1,-1,2,-2,5,1,1,0,0,0,-14,-4,0,613,323
"4231",24,1,-1,-2,2,-4,1,1,0,0,0,-1,-7,0,-772,-545
"4232",0,0,-1,-2,2,-1,0,0,0,0,-0.399999999999999,0,-5,0,-1262,-1379
"4233",0,3,-1,-3,3,-7,0,-1,1,0,0.4,17,12,0,-862,1054
"4234",3,1,1,0,0,1,0,1,-1,0,-0.2,-9,-2,0,-1675,-1382
"4235",-9,-3,1,-5,5,3,2,1,1,0,-0.6,-66,4,0,-2997,-3052
"4236",-19,-1,-1,-5,5,-7,0,0,0,0,-0.600000000000001,-18,-12,0,-4097,-1658
"4237",-8,-1,1,4,-4,3,-1,-1,0,0,0,42,-26,0,1678,1155
"4238",-2,2,1,-4,4,-5,0,0,0,0,0,15,-6,0,-1445,-694
"4239",-23,0,1,3,-3,2,1,1,0,0,-0.2,8,24,1,1516,709
"4240",2,1,-1,-2,2,-2,-1,-1,0,0,-0.4,-73,10,0,-1769,-1209
"4241",-21,-2,1,3,-3,3,-1,-1,0,0,0.2,18,9,1,2063,2131
"4242",-1,-1,-1,-6,6,-10,-1,-1,0,0,-0.4,7,-13,0,-3535,-1720
"4243",36,0,-1,-2,2,0,0,1,-1,0,-0.2,-35,-3,0,-1964,-1415
"4244",25,-1,-1,-1,1,0,-1,-1,0,0,-0.2,-44,-11,0,-1117,-1207
"4245",-3,2,-1,1,-1,0,-1,-1,0,0,0.4,17,7,1,713,-58
"4246",1,0,1,-1,1,1,0,0,0,0,0,-20,-15,0,-1534,-1073
"4247",39,1,-1,5,-5,2,-2,-1,-1,-1,0.600000000000001,11,10,0,1350,2355
"4248",-1,5,-1,-1,1,-2,-1,-1,0,0,0,15,4,0,129,200
"4249",-63,4,1,3,-3,0,1,1,0,0,0.2,27,-7,1,926,967
"4250",-27,-3,-1,0,0,-1,1,0,1,0,0,26,3,1,603,-932
"4251",5,-5,-1,3,-3,6,-1,-1,0,0,0,-7,-5,1,1512,447
"4252",-2,-2,1,-4,4,-7,-1,-1,0,0,-0.6,-6,-12,0,-2942,-2574
"4253",2,0,1,2,-2,4,2,1,1,0,-0.2,-34,-17,1,701,-628
"4254",6,-2,1,-2,2,2,-2,-1,-1,-1,-0.2,-18,-7,1,-1648,-1354
"4255",0,3,1,5,-5,0,0,0,0,0,0.399999999999999,11,-11,1,2559,806
"4256",3,1,1,-2,2,-5,1,0,1,1,0.4,30,4,0,1142,969
"4257",44,0,1,-4,4,-4,-1,-1,0,0,-0.8,-16,-17,0,-1501,-2063
"4258",-1,-3,-1,3,-3,3,0,-1,1,0,0,-19,5,0,409,1405
"4259",4,-1,1,-4,4,-4,1,1,0,0,-0.800000000000001,-38,-3,0,-2752,-2170
"4260",-187,-2,1,6,-6,2,-1,-1,0,0,0.4,51,-5,0,3415,1887
"4261",-5,3,-1,4,-4,8,1,1,0,0,0.600000000000001,33,-29,1,1867,1838
"4262",-1,2,1,1,-1,1,-1,-1,0,0,0.2,43,7,1,1692,205
"4263",0,1,1,4,-4,-3,0,-1,1,0,0.4,39,1,1,3198,1428
"4264",24,-4,1,2,-2,1,2,1,1,0,0.600000000000001,20,23,1,1652,1714
"4265",-2,1,1,3,-3,4,1,1,0,0,0.8,39,16,1,2875,3035
"4266",-4,1,1,6,-6,5,0,0,0,0,0.600000000000001,1,1,0,2978,3229
"4267",-5,5,1,0,0,1,1,1,0,0,-0.4,7,-13,1,134,-1022
"4268",0,-1,1,-2,2,-4,-1,-1,0,0,0,7,7,0,-418,34
"4269",6,-2,1,-5,5,-10,-1,-1,0,0,-0.4,-13,-17,0,-3446,-1168
"4270",3,1,1,1,-1,-2,1,0,1,0,-0.2,11,-1,0,957,406
"4271",4,-1,-1,4,-4,2,1,1,0,0,0.8,11,24,1,2358,2590
"4272",-2,-1,1,-5,5,-10,0,0,0,0,-0.4,-12,13,0,-1291,-1067
"4273",-1,0,1,7,-7,7,0,0,0,0,0.199999999999999,14,-14,0,3371,1173
"4274",0,0,-1,-1,1,5,-1,-1,0,0,-0.4,-5,-1,0,-400,-539
"4275",1,2,-1,-8,8,-7,-2,-1,-1,0,-0.800000000000001,-31,-5,0,-4189,-3388
"4276",5,3,1,-6,6,-13,1,1,0,0,-0.8,-34,-4,0,-4011,-3207
"4277",20,3,1,-4,4,-2,-1,-1,0,0,0.2,12,16,0,9,-1196
"4278",32,-2,-1,-2,2,1,-1,-1,0,0,-0.8,-57,-1,0,-2630,-2204
"4279",34,2,-1,-2,2,-1,0,0,0,0,0,-37,4,0,-1494,-700
"4280",5,2,-1,4,-4,9,1,1,0,0,0.8,2,16,1,2655,2106
"4281",-5,2,-1,1,-1,3,-1,-1,0,0,-0.2,-2,-8,1,329,-298
"4282",16,-16,-1,2,-2,2,-1,-1,0,0,0.2,32,-4,0,1219,1558
"4283",7,-2,1,8,-8,8,1,1,0,1,0.8,23,4,1,5494,1987
"4284",1,0,1,3,-3,8,1,1,0,0,0.8,-13,23,1,1259,2317
"4285",-98,0,-1,-1,1,-4,0,0,0,0,-0.4,26,-2,0,-919,47
"4286",1,3,-1,3,-3,9,1,1,0,0,0.6,-3,15,1,2566,3097
"4287",-1,0,1,-1,1,5,2,1,1,0,0.2,39,7,1,1428,295
"4288",-4,1,1,-2,2,-7,1,0,1,0,-0.199999999999999,-28,25,0,-763,-450
"4289",-6,0,-1,-3,3,-4,-1,-1,0,0,-0.2,-45,-13,0,-1360,-1561
"4290",-1,3,1,0,0,0,-2,-1,-1,-1,0.2,8,18,1,-553,284
"4291",1,-1,-1,-8,8,-11,-1,-1,0,0,-0.4,-29,-5,0,-3279,-1466
"4292",2,5,1,3,-3,-2,0,-1,1,0,0.6,44,-12,1,2301,2562
"4293",43,0,1,-4,4,-5,0,0,0,0,-0.600000000000001,-28,0,0,-2462,-1894
"4294",-1,-1,1,-3,3,5,-1,0,-1,0,0,25,-40,1,-198,-1159
"4295",-1,-1,1,0,0,0,0,0,0,0,-0.4,-7,-3,0,240,-903
"4296",1,2,-1,2,-2,2,1,1,0,0,0,17,-6,1,1780,1010
"4297",-1,0,1,2,-2,3,0,0,0,0,-0.2,-19,-7,1,435,-1039
"4298",1,2,-1,2,-2,3,1,1,0,0,0.600000000000001,-11,24,1,1591,1778
"4299",-1,-2,-1,4,-4,7,2,1,1,0,0.2,7,-18,1,937,530
"4300",0,-2,-1,-3,3,-3,-1,-1,0,0,-0.6,-14,-23,1,-2320,-2276
"4301",0,1,-1,2,-2,3,0,-1,1,0,0.2,-27,11,1,496,187
"4302",5,0,1,11,-11,7,1,1,0,0,1.2,68,25,1,6977,5303
"4303",0,3,1,5,-5,3,0,0,0,0,0.800000000000001,11,-5,1,2832,2861
"4304",-7,2,1,-6,6,-5,-1,0,-1,0,-0.600000000000001,-15,-28,0,-4073,-2595
"4305",1,2,1,1,-1,-2,-1,-1,0,0,0.4,41,-9,1,1561,621
"4306",23,4,-1,-4,4,-2,-1,0,-1,0,-0.4,15,-7,0,-2143,-1251
"4307",2,1,-1,10,-10,8,0,-1,1,0,1,38,16,1,6081,4748
"4308",-13,-3,1,2,-2,0,-1,-1,0,0,0.4,24,-12,1,515,1403
"4309",1,-2,-1,-6,6,-4,-1,-1,0,0,-0.600000000000001,-30,-8,0,-2382,-2219
"4310",-42,2,1,3,-3,1,1,1,0,0,0.4,69,0,1,2880,2785
"4311",11,-2,1,1,-1,4,1,1,0,0,-0.4,12,-2,0,724,-1747
"4312",3,-1,1,8,-8,14,1,1,0,0,0.8,29,-8,1,4882,2906
"4313",-36,1,1,5,-5,5,1,1,0,0,0.2,28,-1,1,3877,1762
"4314",11,-2,-1,-2,2,-6,1,1,0,0,-0.2,-14,-11,0,-2127,-997
"4315",24,-20,1,0,0,0,1,1,0,0,0.4,-10,18,0,161,-97
"4316",55,3,1,0,0,0,-1,-1,0,0,-0.2,20,-19,0,608,362
"4317",-17,1,-1,-8,8,-15,0,1,-1,0,-0.800000000000001,-3,-12,0,-4570,-3352
"4318",-3,2,-1,1,-1,-8,-1,-1,0,0,0.4,38,-22,0,120,1543
"4319",-2,-1,1,1,-1,2,-1,0,-1,0,0.2,-42,-7,0,-1073,-657
"4320",-40,1,-1,-7,7,-10,0,0,0,0,-1,-25,-4,1,-3181,-2898
"4321",-2,-1,1,0,0,-6,0,-1,1,0,0,-16,-8,1,-226,-262
"4322",-25,-4,1,-5,5,-9,-1,-1,0,0,-0.8,-16,-20,0,-3096,-3752
"4323",-2,-1,1,2,-2,-3,-1,-1,0,1,0.8,18,0,1,2123,2563
"4324",-10,4,1,-8,8,-5,-1,0,-1,-1,-1.2,-74,-9,0,-5760,-4168
"4325",4,1,-1,-6,6,-8,-1,-1,0,0,-0.2,32,-16,0,-2155,-2249
"4326",-7,3,-1,-3,3,-4,0,0,0,0,0.4,18,22,1,-519,1292
"4327",1,-2,-1,-4,4,-9,2,1,1,1,0.2,8,27,1,786,1049
"4328",2,-3,-1,-1,1,-7,1,1,0,0,-0.399999999999999,-56,-5,1,-1671,-1100
"4329",0,1,-1,-4,4,-5,-1,-1,0,-1,-0.4,-1,-10,0,-4036,-1844
"4330",-4,2,-1,-3,3,-4,2,1,1,1,-0.8,-25,1,0,-1148,-2197
"4331",-6,0,1,-3,3,-5,-1,-1,0,0,0,15,0,1,-1399,-763
"4332",0,3,-1,8,-8,8,-1,-1,0,0,1.2,47,-12,1,4409,4503
"4333",2,0,1,-1,1,-3,1,1,0,1,-0.2,-6,20,1,770,-46
"4334",1,-2,1,-4,4,-6,1,1,0,0,-0.2,-18,8,0,-2193,-1574
"4335",-12,0,1,2,-2,1,2,1,1,0,-0.2,-14,-4,0,1236,144
"4336",18,-17,1,-4,4,-1,0,-1,1,0,-0.4,-21,-4,0,-2144,-2451
"4337",1,0,1,10,-10,6,1,0,1,0,1.2,32,10,1,4785,4475
"4338",-4,3,-1,0,0,-2,1,1,0,0,0.600000000000001,-1,3,1,-344,1361
"4339",0,-2,-1,-1,1,2,-1,-1,0,1,0,3,-1,1,905,312
"4340",0,2,1,5,-5,9,-1,-1,0,0,0.2,31,-20,1,1806,632
"4341",-1,-1,-1,3,-3,2,0,-1,1,0,0.2,-9,20,1,2095,1664
"4342",-14,-2,-1,6,-6,7,-1,-1,0,0,0.399999999999999,34,-14,1,2589,2509
"4343",-27,2,-1,-2,2,-1,2,1,1,0,-0.2,34,-22,0,-745,-1826
"4344",7,0,1,-1,1,0,-1,-1,0,0,0.2,11,4,1,329,1704
"4345",-7,0,-1,-1,1,-3,-1,-1,0,0,0,8,10,0,-478,-389
"4346",-6,-1,1,1,-1,4,1,1,0,0,-0.2,-14,1,0,273,-1110
"4347",1,2,1,2,-2,5,0,1,-1,0,0.2,59,-16,1,2713,464
"4348",-1,0,1,4,-4,14,1,1,0,0,0,-6,-30,0,1852,219
"4349",1,0,-1,2,-2,-2,2,1,1,0,0.2,-10,16,1,767,796
"4350",0,-1,-1,2,-2,8,-1,-1,0,0,-0.2,-22,-24,0,373,-1568
"4351",40,-4,1,5,-5,5,-1,-1,0,0,0,31,0,1,2405,1439
"4352",1,-1,1,4,-4,2,2,1,1,0,0.600000000000001,3,25,0,2186,1319
"4353",-22,-1,1,2,-2,5,1,1,0,0,0,5,-2,1,1315,-99
"4354",1,-3,1,3,-3,3,1,1,0,0,0.4,41,-4,1,2533,1172
"4355",-3,-1,-1,-2,2,1,-1,-1,0,0,0,-52,12,0,-1394,-589
"4356",18,-2,1,-4,4,-9,-1,-1,0,0,-1.2,-48,-39,0,-4413,-5071
"4357",0,-2,1,2,-2,-2,0,-1,1,1,0.600000000000001,23,29,1,3347,2958
"4358",2,2,1,8,-8,13,-1,-1,0,0,0.600000000000001,23,4,0,4085,2139
"4359",-3,2,1,6,-6,11,0,0,0,0,0.8,57,20,0,4581,2792
"4360",25,-3,1,0,0,7,1,1,0,0,-0.4,-48,9,0,453,-1745
"4361",21,-9,1,7,-7,9,-1,-1,0,0,0.8,34,-7,1,5773,3643
"4362",1,0,-1,0,0,-1,0,-1,1,0,0,-12,8,0,251,1074
"4363",66,1,-1,0,0,2,1,1,0,0,0,4,13,0,335,731
"4364",23,-6,1,2,-2,-2,2,1,1,3,0.6,72,-3,1,3826,3122
"4365",7,-7,1,3,-3,-1,2,1,1,0,0,-16,-7,1,919,94
"4366",3,-1,1,3,-3,-1,-1,-1,0,0,0,-6,4,1,2150,475
"4367",-1,1,1,2,-2,4,0,1,-1,1,0,9,-4,1,1840,144
"4368",4,-2,-1,-2,2,-3,-2,-1,-1,0,-0.600000000000001,-31,-26,0,-1953,-1854
"4369",-8,3,-1,-3,3,-8,-1,-1,0,0,-0.4,-22,-7,0,-2435,-850
"4370",21,-15,-1,-1,1,-4,-1,-1,0,0,-0.2,-4,-7,0,-1338,-779
"4371",8,-2,-1,4,-4,5,1,1,0,0,0.4,-14,14,1,2072,2367
"4372",2,-2,1,-5,5,-7,1,0,1,0,-0.6,-11,12,0,-1634,-2844
"4373",1,1,1,4,-4,3,1,1,0,0,0.600000000000001,28,8,1,3120,2464
"4374",28,-1,-1,-5,5,-5,-1,-1,0,0,0,53,-13,1,-781,289
"4375",-4,-3,-1,-1,1,1,-2,-1,-1,0,-0.4,-23,-14,0,-620,-1984
"4376",-3,3,1,-3,3,-3,0,0,0,0,-0.600000000000001,-21,-12,0,-1716,-2811
"4377",-37,-1,1,6,-6,9,0,0,0,0,1,24,16,1,5027,3394
"4378",30,0,-1,-1,1,-4,2,1,1,0,0,-45,-11,0,-932,150
"4379",42,0,1,8,-8,13,1,1,0,1,0.6,8,8,1,5415,2991
"4380",-3,2,1,-7,7,-6,-1,-1,0,0,-1,-34,-14,0,-3832,-3915
"4381",24,1,-1,2,-2,6,1,1,0,0,0.4,9,-4,1,840,385
"4382",-8,-2,-1,-3,3,-4,0,-1,1,1,-0.2,-26,-12,0,-990,-2014
"4383",5,0,1,2,-2,5,0,-1,1,0,0.4,-2,28,1,969,1554
"4384",-60,0,1,14,-14,13,-2,-1,-1,1,1.2,8,0,1,6413,3952
"4385",0,0,-1,5,-5,1,0,0,0,0,0.8,51,4,1,3062,2772
"4386",4,-3,1,3,-3,2,-2,-1,-1,0,0.2,35,-10,1,2765,1407
"4387",12,-2,-1,2,-2,4,0,0,0,0,1,49,18,1,3208,3285
"4388",1,1,1,-1,1,-3,0,0,0,0,-0.600000000000001,-82,4,0,-1641,-1610
"4389",1,0,-1,-10,10,-8,-1,-1,0,0,-0.600000000000001,24,-26,0,-5161,-4099
"4390",2,-2,1,-2,2,-3,-1,-1,0,0,-0.600000000000001,-18,-6,0,-907,-1650
"4391",-1,-1,-1,0,0,-3,0,0,0,0,0,-3,-5,1,-162,177
"4392",10,1,-1,-5,5,-3,-1,-1,0,0,-0.600000000000001,-25,-5,1,-3731,-1458
"4393",-1,1,1,1,-1,0,-1,-1,0,0,0.4,35,26,1,1771,1846
"4394",6,0,-1,-2,2,-6,0,0,0,0,-0.2,31,27,0,352,639
"4395",-3,0,1,2,-2,-3,1,1,0,0,-0.2,49,2,0,1189,1151
"4396",-1,2,1,-3,3,-4,1,1,0,0,-0.2,1,8,0,-1176,-1499
"4397",28,0,1,1,-1,-1,1,0,1,1,0,1,1,1,1404,1286
"4398",-1,-2,1,-10,10,-11,0,-1,1,0,-0.8,-28,-4,1,-4876,-3481
"4399",33,-1,1,0,0,-1,-1,-1,0,0,0,19,-5,0,249,182
"4400",28,4,1,3,-3,0,-1,-1,0,0,0.6,33,16,0,2220,2300
"4401",22,-17,1,0,0,-3,1,1,0,0,0.4,70,-1,0,1559,814
"4402",-34,2,1,4,-4,6,-1,0,-1,0,0.2,22,-39,1,1673,536
"4403",-17,0,-1,-8,8,-14,-1,-1,0,0,-0.600000000000001,-21,-13,0,-4785,-3317
"4404",0,-1,-1,-4,4,0,1,1,0,0,-0.800000000000001,-18,20,0,-2463,-2163
"4405",2,-1,1,6,-6,11,-1,-1,0,0,1,82,20,1,5159,4916
"4406",24,-3,-1,-7,7,-11,0,0,0,0,-0.600000000000001,-54,-4,0,-3805,-2559
"4407",9,1,1,4,-4,1,0,0,0,0,0.4,48,6,1,2274,2694
"4408",4,0,-1,-9,9,-10,-1,0,-1,0,-0.600000000000001,-49,5,0,-5129,-3055
"4409",3,-1,-1,2,-2,3,0,1,-1,1,0.600000000000001,-5,19,1,2398,1573
"4410",3,-2,-1,1,-1,-6,0,-1,1,0,0.800000000000001,32,14,0,488,2349
"4411",2,0,-1,-4,4,-10,-1,-1,0,0,-0.4,10,-11,0,-2489,-2055
"4412",23,0,1,-1,1,2,-1,-1,0,0,-0.2,15,-24,1,270,-688
"4413",-21,2,1,2,-2,-1,2,1,1,0,0,-3,6,1,1219,232
"4414",-22,-1,-1,2,-2,2,1,1,0,0,0,-12,-29,0,-435,-960
"4415",-2,1,1,7,-7,5,2,1,1,0,0.600000000000001,51,3,1,4228,2880
"4416",-27,1,1,1,-1,0,-2,-1,-1,0,0.4,43,-9,0,465,632
"4417",-17,-2,1,-3,3,-3,0,0,0,0,-0.4,-3,11,0,-1673,-1221
"4418",-1,-1,-1,-5,5,-10,-1,-1,0,0,-0.2,16,7,1,-1723,-545
"4419",-4,0,-1,-8,8,-6,-2,-1,-1,-1,-1,-73,-11,0,-6578,-4807
"4420",-29,0,-1,-3,3,-5,-2,-1,-1,0,-0.2,-12,-10,0,-1992,-1588
"4421",-22,1,-1,0,0,-2,-1,-1,0,0,-0.2,13,0,1,-113,-116
"4422",2,-1,-1,-5,5,-6,-1,-1,0,0,-0.600000000000001,-16,-12,0,-3517,-3374
"4423",-7,4,-1,2,-2,1,0,-1,1,0,0.8,45,13,1,2582,2655
"4424",-2,0,-1,2,-2,1,1,1,0,0,0.4,-1,-21,0,533,1187
"4425",-4,1,1,-3,3,-2,1,1,0,0,-0.2,52,-16,0,-973,-1012
"4426",7,-2,-1,-6,6,-5,1,0,1,0,-1,-16,-4,0,-3650,-3119
"4427",-5,3,1,-4,4,-6,-1,-1,0,0,-0.600000000000001,-25,7,0,-1930,-2043
"4428",27,-3,1,7,-7,9,0,0,0,0,0.6,32,16,1,3188,2289
"4429",15,-1,1,6,-6,9,0,0,0,0,0.6,-45,25,0,2674,1630
"4430",7,-1,1,7,-7,5,0,1,-1,0,0.600000000000001,30,-18,1,3002,2125
"4431",-2,-3,1,-2,2,-4,-1,-1,0,0,-0.4,-49,7,0,-1936,-646
"4432",3,0,1,-4,4,-1,1,1,0,-1,-0.600000000000001,-27,32,0,-2595,-574
"4433",-24,0,1,-7,7,-1,0,0,0,-1,-1,-56,0,0,-5092,-4196
"4434",-17,-1,-1,1,-1,-3,0,0,0,0,-0.2,-2,-12,1,-978,-1076
"4435",9,-1,1,3,-3,0,2,1,1,0,0.4,10,10,0,1597,1617
"4436",-36,2,1,4,-4,1,1,1,0,0,1,52,15,1,4035,3311
"4437",0,2,1,0,0,2,0,-1,1,0,0,-1,8,0,473,446
"4438",0,2,1,8,-8,11,0,-1,1,1,1,26,-7,1,5448,4419
"4439",4,2,1,11,-11,17,1,1,0,0,1,71,6,1,6476,4261
"4440",-9,2,-1,2,-2,0,-2,-1,-1,0,0.4,16,12,1,1584,2449
"4441",-21,-3,-1,-2,2,-3,0,-1,1,0,-0.2,-1,-3,0,-1637,-886
"4442",-6,-2,-1,-4,4,-3,-2,-1,-1,0,-0.2,-37,-1,0,-2476,-394
"4443",5,-2,-1,2,-2,4,1,1,0,0,-0.2,-3,-25,1,505,-1017
"4444",-9,4,-1,-1,1,-7,-1,-1,0,0,-0.4,33,-8,1,-576,-1318
"4445",1,-6,-1,-3,3,-3,-1,-1,0,0,-0.600000000000001,-14,0,0,-1647,-1866
"4446",-7,-2,-1,-2,2,-3,0,1,-1,0,-0.2,-32,-12,0,-2395,-2214
"4447",1,1,1,-3,3,2,0,-1,1,0,-0.4,2,8,0,-1067,-1598
"4448",0,0,-1,-5,5,-4,1,0,1,0,-0.4,6,12,0,-1977,-700
"4449",-3,2,1,5,-5,9,1,1,0,0,0.4,8,-4,1,2306,1659
"4450",0,3,-1,0,0,3,1,1,0,0,0,3,-12,1,366,84
"4451",2,-2,1,0,0,3,0,-1,1,0,-0.4,3,-4,0,567,-1018
"4452",-21,-1,-1,1,-1,-2,1,1,0,0,0,26,-7,1,272,1485
"4453",2,1,1,3,-3,8,-1,0,-1,0,0,6,20,0,1744,454
"4454",0,0,1,-4,4,-7,0,0,0,0,-0.600000000000001,-7,-2,0,-2175,-2386
"4455",6,-3,-1,-10,10,-9,0,-1,1,0,-1,-78,15,1,-5976,-4619
"4456",-21,2,1,0,0,4,-1,-1,0,0,0,-13,7,1,359,-386
"4457",35,0,-1,-2,2,-5,0,0,0,0,-0.4,-34,-21,0,-2478,-1258
"4458",0,0,1,1,-1,1,0,0,0,0,0,10,7,0,700,814
"4459",25,1,1,2,-2,0,0,0,0,0,0.8,-2,15,1,1207,2244
"4460",2,-2,-1,-1,1,-2,-2,-1,-1,0,0.2,-8,3,1,-592,-223
"4461",7,-1,1,1,-1,7,0,0,0,0,0.2,28,-14,1,684,167
"4462",-2,2,1,-4,4,-4,2,1,1,0,-0.4,-70,5,0,-3684,-3135
"4463",0,0,-1,-2,2,1,0,0,0,0,-0.600000000000001,-17,3,0,-1272,-2335
"4464",1,0,-1,1,-1,0,0,0,0,0,0.6,27,11,1,1788,2424
"4465",1,-2,1,-8,8,-13,-1,-1,0,-1,-1,1,-10,0,-5292,-4004
"4466",-1,-1,1,-3,3,-2,-1,-1,0,0,0,2,7,1,-130,-624
"4467",1,-1,-1,-4,4,-8,-1,-1,0,0,-0.800000000000001,-21,-13,0,-2791,-2246
"4468",-3,-1,1,-5,5,0,-1,0,-1,0,-0.4,-5,10,0,-2125,-3115
"4469",-2,1,-1,3,-3,3,2,1,1,0,0,-32,-15,1,-101,-556
"4470",7,0,1,3,-3,7,0,0,0,0,0,4,16,1,1269,788
"4471",-26,0,1,-1,1,-1,1,1,0,0,-0.4,14,-18,0,251,-340
"4472",2,1,-1,-8,8,-7,-2,-1,-1,0,-1,-14,-20,1,-3446,-3817
"4473",13,0,1,2,-2,-1,-1,0,-1,0,0.4,73,7,1,2803,2471
"4474",-1,0,-1,-2,2,-6,-1,-1,0,0,0,-17,-17,0,-1416,63
"4475",109,3,-1,-4,4,-6,-1,-1,0,0,-0.2,-60,16,0,-2588,-884
"4476",-3,3,-1,-1,1,0,0,1,-1,0,-0.2,-16,0,0,-409,-2098
"4477",4,-2,-1,0,0,3,0,0,0,0,0.2,16,9,1,894,639
